name,rating,genre,year,score,votes,director,writer,star,country,budget,gross,company,runtime
Movie500,G,Sci-Fi,1990,9.4,466439,Director B,Writer B,Actor A,USA,293395397,966681407,Universal,161
Movie501,G,Sci-Fi,2002,5.3,214835,Director B,Writer B,Actor C,USA,281218214,2512650260,Disney,144
Movie502,PG,Crime,2000,8.3,1013787,Director A,Writer C,Actor A,USA,136827663,2638994638,Warner Bros,96
Movie503,G,Drama,2015,8.3,508179,Director C,Writer B,Actor C,USA,204178846,1153689663,Warner Bros,155
Movie504,PG-13,Sci-Fi,2017,6.4,1411449,Director B,Writer A,Actor D,USA,22197806,722873105,Marvel,111
Movie505,R,Crime,2010,5.4,1941506,Director C,Writer B,Actor A,USA,43763456,726482338,Universal,88
Movie506,PG-13,Comedy,2008,9.2,852215,Director C,Writer C,Actor D,USA,204491728,2840359849,Marvel,156
Movie507,PG-13,Romance,2017,7.4,892564,Director B,Writer B,Actor B,USA,216682262,168618191,Universal,101
Movie508,PG-13,Crime,2018,7.4,1090755,Director B,Writer A,Actor B,USA,172577576,307700476,Paramount,178
Movie509,R,Drama,1992,7.3,728685,Director B,Writer C,Actor D,USA,87120375,56759422,Disney,123
Movie510,PG,Animation,1994,7.4,551809,Director A,Writer A,Actor B,USA,217860907,418667304,Warner Bros,140
Movie511,PG,Crime,1993,8.2,1087109,Director C,Writer A,Actor D,USA,28320874,1719257089,Universal,93
Movie512,PG-13,Romance,1980,6.4,1062798,Director A,Writer C,Actor A,USA,246164453,1502355372,Disney,101
Movie513,PG-13,Drama,2017,6.8,289487,Director C,Writer B,Actor C,USA,25041990,1153626104,Paramount,116
Movie514,G,Animation,2019,8.2,1277434,Director B,Writer C,Actor D,USA,183717386,2841000480,Disney,142
Movie515,R,Sci-Fi,2021,7.8,934186,Director C,Writer B,Actor A,USA,287121424,842237297,Marvel,177
Movie516,PG,Animation,2018,9,1765685,Director B,Writer A,Actor A,USA,275395965,2802495870,Disney,103
Movie517,PG,Romance,2002,5.9,316274,Director B,Writer A,Actor D,USA,200271056,1587486283,Warner Bros,116
Movie518,PG-13,Crime,2003,6,903324,Director D,Writer B,Actor D,USA,247830584,1093063935,Warner Bros,148
Movie519,PG-13,Crime,1981,7.5,1090757,Director B,Writer A,Actor C,USA,179209033,694835019,Marvel,138
Movie520,PG,Comedy,2022,9.5,1797471,Director A,Writer A,Actor B,USA,52831574,1582568956,Warner Bros,92
Movie521,PG,Comedy,1981,5.7,457304,Director B,Writer B,Actor D,USA,128912008,1793848221,Warner Bros,164
Movie522,G,Comedy,1987,7.7,345547,Director A,Writer B,Actor C,USA,277708545,234553374,Universal,143
Movie523,PG,Crime,2018,7.5,1642623,Director A,Writer A,Actor C,USA,161270436,1828254435,Warner Bros,104
Movie524,PG,Action,2011,6.7,1508553,Director D,Writer B,Actor D,USA,8933483,1364530596,Universal,103
Movie525,PG-13,Drama,1982,8.5,592943,Director B,Writer C,Actor D,USA,293412688,1509948569,Disney,127
Movie526,G,Drama,1985,7,162867,Director A,Writer A,Actor C,USA,213510145,1510421719,Paramount,114
Movie527,R,Action,1981,7.8,1445916,Director B,Writer B,Actor C,USA,197249274,526995003,Warner Bros,120
Movie528,G,Crime,2020,9.4,395377,Director B,Writer B,Actor B,USA,25897521,2313886525,Universal,161
Movie529,PG-13,Animation,1987,6.5,1904970,Director B,Writer A,Actor B,USA,282538375,2976415297,Universal,104
Movie530,G,Romance,2021,7.9,156618,Director A,Writer B,Actor D,USA,199489987,1643780159,Paramount,125
Movie531,G,Crime,1988,6.8,1492084,Director D,Writer A,Actor A,USA,177421004,2213760062,Disney,162
Movie532,PG-13,Crime,2010,6.8,1369859,Director B,Writer A,Actor A,USA,180906927,2637435430,Paramount,154
Movie533,PG-13,Drama,2005,7.2,1495202,Director B,Writer A,Actor B,USA,86023275,2302475405,Marvel,97
Movie534,R,Crime,2009,5.4,1577700,Director C,Writer C,Actor A,USA,287345548,60743576,Warner Bros,126
Movie535,PG-13,Drama,1994,7.5,1135257,Director A,Writer C,Actor A,USA,278377589,770470100,Paramount,146
Movie536,PG,Animation,1982,9,1529427,Director D,Writer A,Actor B,USA,255971200,1531893970,Warner Bros,138
Movie537,PG,Drama,1997,7.1,1005257,Director B,Writer B,Actor C,USA,210085196,1120863429,Warner Bros,153
Movie538,PG,Animation,2000,5.8,746593,Director B,Writer B,Actor C,USA,7741619,967326969,Marvel,165
Movie539,PG,Animation,1992,8.8,1875894,Director D,Writer C,Actor B,USA,61653976,638361589,Warner Bros,175
Movie540,R,Drama,2014,9,1232349,Director C,Writer A,Actor B,USA,116855682,2373471887,Disney,166
Movie541,PG,Animation,2010,8.7,1476043,Director B,Writer C,Actor A,USA,138248945,2944126143,Marvel,114
Movie542,PG-13,Action,2004,8.3,893527,Director C,Writer A,Actor C,USA,52221468,237594610,Disney,89
Movie543,G,Comedy,1996,5.6,1540720,Director A,Writer C,Actor A,USA,134439782,1998428920,Marvel,137
Movie544,G,Action,2001,9.1,1993361,Director D,Writer B,Actor B,USA,91667124,1426626649,Marvel,108
Movie545,R,Comedy,1994,5.5,1467358,Director C,Writer C,Actor B,USA,44481288,1038099509,Paramount,143
Movie546,PG,Animation,1983,7.9,489960,Director A,Writer A,Actor D,USA,1479532,1917756249,Paramount,131
Movie547,PG-13,Drama,2013,9.3,387279,Director C,Writer A,Actor B,USA,46097854,1660473140,Warner Bros,89
Movie548,PG,Crime,2006,6.7,1507135,Director D,Writer B,Actor B,USA,21494292,606160279,Marvel,176
Movie549,PG,Action,2005,9,417328,Director D,Writer C,Actor D,USA,155442087,255863134,Universal,168
Movie550,PG,Action,2006,7.6,1223704,Director D,Writer C,Actor D,USA,274773313,2070228119,Disney,99
Movie551,R,Drama,1983,8.9,908678,Director D,Writer B,Actor B,USA,37070650,1775676925,Marvel,164
Movie552,PG-13,Animation,1992,7.8,898101,Director B,Writer C,Actor B,USA,17613568,1261859677,Universal,104
Movie553,R,Comedy,2019,6.8,1569801,Director C,Writer C,Actor A,USA,299009073,2703833694,Paramount,144
Movie554,PG,Romance,2004,5.2,961139,Director C,Writer A,Actor C,USA,174081980,172733186,Universal,100
Movie555,PG-13,Action,2022,7.5,199742,Director D,Writer C,Actor A,USA,146043666,2260759453,Universal,98
Movie556,G,Romance,1985,9.2,1892025,Director A,Writer A,Actor D,USA,220927487,2102043999,Disney,141
Movie557,PG-13,Animation,1991,5.7,1547746,Director A,Writer B,Actor C,USA,225335914,1945175975,Warner Bros,151
Movie558,R,Crime,2013,6.3,1223502,Director D,Writer C,Actor A,USA,45711042,2813212448,Universal,126
Movie559,PG-13,Romance,2015,5.8,411261,Director B,Writer C,Actor C,USA,56786492,1438071565,Disney,121
Movie560,PG-13,Sci-Fi,2004,6.3,697595,Director B,Writer A,Actor D,USA,265076632,568033583,Marvel,174
Movie561,PG-13,Animation,2013,6.6,1808264,Director C,Writer C,Actor D,USA,236962472,1010097742,Universal,88
Movie562,G,Romance,1982,8.8,1933108,Director C,Writer C,Actor D,USA,125943223,2835075412,Universal,110
Movie563,R,Crime,1988,5.5,601793,Director B,Writer B,Actor D,USA,87270524,1859374601,Disney,163
Movie564,G,Drama,2009,5.4,1431996,Director C,Writer A,Actor C,USA,236560501,2099787032,Warner Bros,171
Movie565,PG-13,Comedy,2011,5.9,1696452,Director C,Writer C,Actor A,USA,235954896,1151401772,Disney,101
Movie566,G,Drama,2019,6.5,649374,Director C,Writer A,Actor D,USA,14807692,2626210026,Universal,99
Movie567,PG-13,Romance,2014,5.2,1096267,Director B,Writer A,Actor C,USA,167513749,2167590481,Disney,111
Movie568,PG,Comedy,2019,5.9,1292973,Director D,Writer C,Actor A,USA,27018498,2904480343,Disney,128
Movie569,R,Animation,1988,7.7,1130227,Director B,Writer C,Actor D,USA,262877697,405728046,Warner Bros,152
Movie570,R,Romance,1998,7.6,54573,Director C,Writer A,Actor B,USA,114089490,1058233290,Marvel,144
Movie571,PG-13,Crime,1991,9.2,1750137,Director D,Writer B,Actor B,USA,114325536,915221999,Universal,136
Movie572,PG-13,Comedy,1982,6.1,1854285,Director A,Writer A,Actor D,USA,155726342,2398168962,Universal,125
Movie573,R,Romance,1990,6.8,250172,Director B,Writer C,Actor C,USA,251178201,2590842802,Marvel,153
Movie574,R,Sci-Fi,1987,8.3,178703,Director A,Writer C,Actor D,USA,179237489,635775933,Paramount,139
Movie575,R,Comedy,2016,5.7,643815,Director B,Writer C,Actor A,USA,280497024,2316546105,Marvel,157
Movie576,PG-13,Comedy,1988,5.2,512251,Director B,Writer B,Actor B,USA,240043920,43731817,Paramount,99
Movie577,G,Action,2018,8.2,160327,Director C,Writer B,Actor A,USA,93246191,1674345871,Disney,143
Movie578,PG,Comedy,1980,5.8,1099819,Director D,Writer C,Actor D,USA,205180008,578843231,Marvel,154
Movie579,PG-13,Drama,2001,8.3,282677,Director B,Writer A,Actor B,USA,208505119,765287317,Universal,143
Movie580,PG,Animation,1998,7.1,1892245,Director B,Writer A,Actor D,USA,77120209,1881035680,Paramount,176
Movie581,G,Crime,1997,7.1,1405646,Director D,Writer A,Actor A,USA,85972863,193910284,Marvel,98
Movie582,G,Crime,2010,5.2,7194,Director D,Writer C,Actor C,USA,5932326,2231946528,Marvel,121
Movie583,R,Comedy,2018,5.5,1253246,Director B,Writer C,Actor A,USA,143723609,1776154509,Paramount,99
Movie584,R,Comedy,2019,6.5,1296190,Director A,Writer B,Actor B,USA,291920177,1011241611,Paramount,144
Movie585,PG-13,Comedy,1992,8.2,1469487,Director D,Writer C,Actor A,USA,174220889,1063887290,Warner Bros,90
Movie586,R,Animation,2013,7.7,360918,Director B,Writer A,Actor C,USA,23357240,1037986007,Disney,81
Movie587,PG,Romance,2002,7.6,987673,Director A,Writer C,Actor A,USA,26387866,621279052,Paramount,126
Movie588,PG-13,Action,1995,8.1,236665,Director A,Writer C,Actor A,USA,208833664,1537053559,Marvel,130
Movie589,R,Action,1983,7.9,1682094,Director D,Writer C,Actor C,USA,230215019,1902349496,Universal,130
Movie590,R,Action,2018,8.8,1515422,Director A,Writer C,Actor C,USA,259180167,971330680,Paramount,149
Movie591,G,Drama,2013,5.3,1082868,Director D,Writer C,Actor D,USA,196997359,375300203,Paramount,165
Movie592,G,Sci-Fi,2020,5.7,1594645,Director D,Writer C,Actor C,USA,265022530,2848785568,Warner Bros,153
Movie593,R,Romance,2008,7.8,1859803,Director C,Writer B,Actor A,USA,299151612,2821632303,Paramount,137
Movie594,R,Romance,2010,9.4,405874,Director D,Writer B,Actor A,USA,124557112,2098610613,Paramount,135
Movie595,G,Romance,2015,6.1,1882820,Director B,Writer C,Actor B,USA,279265293,257462754,Warner Bros,98
Movie596,PG-13,Animation,2013,6.4,1119591,Director A,Writer B,Actor B,USA,104433989,1192434228,Paramount,109
Movie597,PG-13,Comedy,1984,9,395130,Director B,Writer C,Actor B,USA,178602194,529389698,Paramount,118
Movie598,G,Crime,2003,6.5,1984761,Director D,Writer B,Actor B,USA,209874228,506946928,Paramount,147
Movie599,R,Romance,1997,7.3,1919716,Director B,Writer C,Actor C,USA,236029542,471056381,Warner Bros,178
Movie600,PG-13,Sci-Fi,2000,9.4,680814,Director D,Writer B,Actor A,USA,95026660,2965112206,Marvel,88
Movie601,PG,Sci-Fi,1986,7.3,1830917,Director C,Writer C,Actor D,USA,166950789,2135850168,Warner Bros,144
Movie602,R,Crime,2016,5.1,1476469,Director B,Writer C,Actor B,USA,294224902,1838841700,Disney,130
Movie603,PG,Comedy,2017,9.5,356252,Director C,Writer B,Actor D,USA,270202480,778879368,Universal,106
Movie604,PG-13,Animation,2007,8.9,1855729,Director C,Writer C,Actor D,USA,102081948,1959052783,Paramount,143
Movie605,PG-13,Crime,2023,6.1,394541,Director B,Writer C,Actor C,USA,227829944,524396151,Disney,103
Movie606,PG-13,Animation,2019,5.3,1142831,Director A,Writer A,Actor C,USA,190575629,1731972894,Marvel,135
Movie607,R,Comedy,1985,9.3,1815309,Director D,Writer A,Actor D,USA,90265002,2250503222,Paramount,123
Movie608,PG,Crime,2018,8.6,1165955,Director B,Writer B,Actor D,USA,52897403,466855133,Warner Bros,175
Movie609,R,Crime,1983,7.7,1535,Director B,Writer B,Actor A,USA,293563836,39277855,Warner Bros,88
Movie610,PG-13,Comedy,2020,6.1,494718,Director C,Writer B,Actor B,USA,7110906,1037066675,Warner Bros,93
Movie611,G,Comedy,2004,5.6,812089,Director A,Writer B,Actor C,USA,61322518,2981909817,Marvel,127
Movie612,G,Action,1995,6.1,1606998,Director C,Writer B,Actor A,USA,242089285,1230104714,Marvel,120
Movie613,G,Comedy,1997,5.6,1364367,Director A,Writer A,Actor D,USA,279531191,1162807812,Warner Bros,120
Movie614,R,Animation,2013,8.7,1247953,Director A,Writer B,Actor C,USA,187157437,701975043,Marvel,94
Movie615,PG-13,Romance,1999,5.4,725323,Director C,Writer A,Actor B,USA,226399411,1676880196,Disney,116
Movie616,PG,Sci-Fi,2015,7.7,1552812,Director A,Writer A,Actor D,USA,48607250,2668719261,Warner Bros,147
Movie617,R,Animation,1991,9.2,1462511,Director D,Writer A,Actor C,USA,205737673,66067756,Universal,169
Movie618,PG-13,Action,2022,6.7,569809,Director B,Writer C,Actor B,USA,191359041,71065831,Universal,142
Movie619,G,Drama,1989,7.3,1601109,Director C,Writer B,Actor B,USA,87280275,2338008733,Warner Bros,118
Movie620,R,Action,2015,8.3,1158402,Director D,Writer B,Actor A,USA,226710592,1047905513,Disney,101
Movie621,R,Action,1983,7.4,1911881,Director D,Writer C,Actor D,USA,103763375,2252393527,Marvel,83
Movie622,PG-13,Comedy,1992,8.7,1216461,Director C,Writer A,Actor C,USA,214058906,1780821385,Universal,118
Movie623,PG,Sci-Fi,2018,6.7,879934,Director D,Writer C,Actor C,USA,17580921,2355307527,Paramount,129
Movie624,R,Romance,2007,8.2,1004884,Director A,Writer A,Actor B,USA,286058841,1351210992,Marvel,177
Movie625,G,Comedy,2011,6.2,44508,Director C,Writer A,Actor A,USA,32164282,769658926,Disney,171
Movie626,G,Crime,2023,8.9,405525,Director B,Writer A,Actor B,USA,11893941,1301707310,Warner Bros,114
Movie627,G,Crime,1980,7.6,658580,Director C,Writer B,Actor C,USA,224072035,215560154,Marvel,125
Movie628,PG,Crime,1985,8,315007,Director C,Writer C,Actor D,USA,41625078,2827863353,Universal,136
Movie629,PG-13,Action,1986,6.4,1267455,Director D,Writer A,Actor D,USA,297360934,1130128072,Warner Bros,117
Movie630,R,Animation,2006,8.9,1624749,Director B,Writer A,Actor B,USA,23106478,2658487500,Marvel,130
Movie631,PG,Romance,1986,8,965223,Director A,Writer A,Actor C,USA,70238492,2082461199,Disney,175
Movie632,R,Drama,2005,5.9,1126615,Director A,Writer A,Actor D,USA,210301101,1348729892,Warner Bros,135
Movie633,PG,Action,2019,8.4,1615372,Director A,Writer A,Actor D,USA,76384204,2756454145,Warner Bros,109
Movie634,PG-13,Sci-Fi,2004,6.5,1261590,Director B,Writer B,Actor B,USA,109580437,2811695073,Warner Bros,151
Movie635,R,Sci-Fi,2007,5.8,1440332,Director C,Writer C,Actor B,USA,218018418,2527547822,Paramount,110
Movie636,G,Comedy,1985,7.3,894305,Director D,Writer A,Actor D,USA,142026684,80001622,Paramount,96
Movie637,R,Action,2022,7.4,1614429,Director D,Writer C,Actor A,USA,246130750,93281675,Paramount,130
Movie638,G,Crime,2018,6.9,104268,Director A,Writer B,Actor B,USA,128976461,1340353325,Marvel,115
Movie639,G,Sci-Fi,1986,8.1,596539,Director D,Writer A,Actor B,USA,175720465,734355485,Disney,117
Movie640,PG-13,Crime,2015,7.7,1853651,Director C,Writer A,Actor A,USA,111519090,1604840362,Disney,81
Movie641,G,Sci-Fi,2011,9.3,1488796,Director B,Writer A,Actor B,USA,147491120,2035156240,Warner Bros,99
Movie642,PG-13,Comedy,2021,6,1603657,Director B,Writer C,Actor C,USA,137553176,1043881479,Disney,101
Movie643,PG-13,Romance,1980,5.1,250473,Director A,Writer B,Actor C,USA,131947308,586923517,Universal,142
Movie644,R,Animation,2004,6.6,931226,Director C,Writer C,Actor B,USA,171876757,753605880,Paramount,87
Movie645,PG-13,Comedy,1988,5.6,1305691,Director B,Writer B,Actor A,USA,104736841,783844697,Paramount,80
Movie646,R,Action,2004,6.4,724078,Director D,Writer A,Actor A,USA,185408411,1890702255,Disney,151
Movie647,PG,Drama,2007,5.5,1407646,Director B,Writer C,Actor A,USA,117208565,881110227,Paramount,160
Movie648,G,Sci-Fi,1990,5.4,549297,Director A,Writer B,Actor D,USA,126735125,2195398598,Marvel,179
Movie649,PG-13,Animation,1995,8.1,1688147,Director B,Writer C,Actor A,USA,229614525,1548830837,Universal,154
Movie650,G,Comedy,1988,6.1,804614,Director C,Writer A,Actor D,USA,35842523,1261093908,Marvel,124
Movie651,PG-13,Action,1983,5.8,347243,Director B,Writer C,Actor D,USA,179516486,1876653671,Warner Bros,142
Movie652,PG,Action,2011,6.1,114234,Director A,Writer C,Actor D,USA,213764328,1792527667,Warner Bros,160
Movie653,R,Drama,1982,9,1916393,Director C,Writer B,Actor C,USA,63555726,988479081,Paramount,130
Movie654,PG-13,Animation,1999,8.2,1008040,Director A,Writer C,Actor A,USA,265805338,2891060579,Universal,119
Movie655,R,Comedy,1984,7.5,1086955,Director C,Writer C,Actor A,USA,143533233,2460394734,Paramount,157
Movie656,R,Comedy,2011,8.2,1881767,Director D,Writer C,Actor A,USA,60217162,1751490709,Warner Bros,101
Movie657,PG,Drama,2007,7.1,1681562,Director A,Writer A,Actor D,USA,89013162,2834738284,Warner Bros,100
Movie658,PG-13,Drama,2017,7.7,1945144,Director A,Writer B,Actor A,USA,33962876,2356426544,Marvel,125
Movie659,R,Comedy,1984,6.5,1596211,Director A,Writer B,Actor A,USA,284514059,1326565322,Marvel,117
Movie660,R,Animation,2022,8.9,430435,Director A,Writer C,Actor C,USA,238300741,1352821064,Universal,143
Movie661,PG-13,Action,2002,8.8,1024889,Director B,Writer A,Actor C,USA,271370130,905230630,Warner Bros,134
Movie662,PG-13,Animation,2001,6.4,1735853,Director C,Writer A,Actor D,USA,267851082,333291087,Universal,91
Movie663,PG-13,Drama,1991,9.1,1249878,Director C,Writer A,Actor C,USA,85503480,2183063772,Disney,165
Movie664,PG-13,Romance,2014,5.9,581047,Director D,Writer B,Actor C,USA,147103478,2223772393,Disney,152
Movie665,G,Drama,1981,9.4,1794141,Director D,Writer B,Actor D,USA,198724395,935318521,Universal,121
Movie666,PG,Sci-Fi,1992,7,769048,Director B,Writer A,Actor B,USA,242869714,419544833,Disney,94
Movie667,G,Crime,2000,7.8,1007837,Director A,Writer A,Actor C,USA,243270076,655841630,Warner Bros,106
Movie668,G,Romance,1987,6.3,1209237,Director D,Writer C,Actor A,USA,260642771,2772913435,Disney,118
Movie669,PG-13,Crime,2023,5.8,314293,Director A,Writer A,Actor B,USA,166309207,84144792,Universal,108
Movie670,R,Romance,2013,7,1629613,Director C,Writer C,Actor A,USA,290637334,432841243,Paramount,165
Movie671,R,Animation,2000,6.5,141907,Director C,Writer C,Actor D,USA,101101337,1032707636,Universal,159
Movie672,PG,Animation,1986,7.8,1049536,Director D,Writer C,Actor D,USA,163577280,2957635113,Marvel,170
Movie673,PG-13,Romance,2023,7.5,1953987,Director D,Writer C,Actor A,USA,124357743,1470554119,Disney,122
Movie674,PG-13,Drama,2012,8.7,1652116,Director A,Writer A,Actor A,USA,204438194,2551571235,Paramount,125
Movie675,G,Sci-Fi,2005,5.8,371343,Director C,Writer B,Actor B,USA,75276718,1969614882,Marvel,99
Movie676,PG-13,Drama,2011,9,619645,Director D,Writer C,Actor A,USA,103168456,1170119278,Warner Bros,107
Movie677,R,Sci-Fi,1999,7.9,1948644,Director C,Writer A,Actor D,USA,28791387,529092301,Marvel,103
Movie678,PG-13,Romance,2013,6.2,1305995,Director A,Writer C,Actor B,USA,220633897,182709984,Universal,109
Movie679,PG,Drama,1993,8.5,488805,Director D,Writer B,Actor D,USA,282245829,2061993113,Universal,103
Movie680,G,Drama,2020,7.6,1548742,Director B,Writer C,Actor D,USA,55288301,2767308971,Warner Bros,164
Movie681,R,Animation,2005,8.5,1270830,Director B,Writer B,Actor B,USA,226142080,1863685053,Warner Bros,176
Movie682,G,Animation,2019,7.9,708923,Director B,Writer C,Actor B,USA,219866320,2160845633,Paramount,167
Movie683,R,Animation,2018,7.7,1117291,Director C,Writer A,Actor B,USA,40257722,2067467214,Paramount,114
Movie684,G,Romance,2013,8.1,1422861,Director C,Writer A,Actor A,USA,183340241,947454202,Paramount,133
Movie685,PG,Animation,1987,9.2,827812,Director D,Writer C,Actor A,USA,173543723,1128386567,Disney,180
Movie686,PG-13,Comedy,2015,7.2,1664354,Director A,Writer B,Actor C,USA,44611201,1967460078,Paramount,177
Movie687,R,Animation,1996,7.4,320888,Director C,Writer C,Actor C,USA,120817118,1348174402,Paramount,98
Movie688,R,Crime,1981,5,139642,Director C,Writer C,Actor D,USA,40590875,44982016,Paramount,116
Movie689,PG-13,Drama,2012,6.6,436777,Director B,Writer C,Actor B,USA,163918203,111282971,Disney,172
Movie690,PG,Romance,1996,6.1,790778,Director B,Writer B,Actor D,USA,105194034,917927052,Universal,137
Movie691,R,Crime,2009,5.4,1631013,Director B,Writer A,Actor B,USA,8424704,2087369161,Warner Bros,117
Movie692,PG,Crime,1999,7.7,1502478,Director A,Writer B,Actor B,USA,183128646,2004992083,Disney,108
Movie693,R,Comedy,1980,6.9,230528,Director A,Writer B,Actor C,USA,246805662,1729903453,Universal,85
Movie694,PG-13,Sci-Fi,2020,8.9,593217,Director A,Writer B,Actor D,USA,295538785,1078937689,Disney,94
Movie695,G,Action,1992,6.5,97812,Director C,Writer A,Actor A,USA,23411423,239610926,Warner Bros,158
Movie696,PG-13,Crime,2023,6.2,714247,Director C,Writer B,Actor C,USA,229910610,2560728237,Warner Bros,143
Movie697,PG-13,Sci-Fi,2011,9.1,438238,Director A,Writer A,Actor A,USA,176863508,1918084892,Warner Bros,163
Movie698,G,Comedy,1991,7.9,1192165,Director B,Writer C,Actor B,USA,258111590,2315439573,Paramount,140
Movie699,G,Crime,1983,8.2,377055,Director B,Writer C,Actor D,USA,254803859,1272377195,Paramount,130
Movie700,PG-13,Drama,1993,8.5,1678476,Director A,Writer B,Actor A,USA,293402538,2410744798,Disney,156
Movie701,PG,Sci-Fi,1988,8.2,1772257,Director B,Writer B,Actor D,USA,141797529,922200675,Universal,175
Movie702,PG,Romance,2012,6.8,994584,Director D,Writer A,Actor A,USA,282440734,167072134,Warner Bros,112
Movie703,PG-13,Romance,1991,5.3,184931,Director A,Writer A,Actor C,USA,55281891,2412507275,Disney,119
Movie704,PG,Sci-Fi,2020,5.1,1024152,Director A,Writer B,Actor D,USA,197099965,1864348914,Warner Bros,168
Movie705,G,Action,2012,5.7,1464651,Director B,Writer C,Actor C,USA,257474350,1804884739,Warner Bros,176
Movie706,G,Crime,2002,8.8,151857,Director B,Writer B,Actor C,USA,61976516,42947277,Disney,111
Movie707,PG-13,Romance,2010,7.5,824529,Director D,Writer A,Actor C,USA,90673125,1536105830,Marvel,89
Movie708,R,Sci-Fi,1982,7,1033388,Director D,Writer C,Actor B,USA,202330599,1215845641,Marvel,123
Movie709,G,Action,1991,9,127912,Director B,Writer A,Actor A,USA,217307202,1048446210,Disney,166
Movie710,R,Comedy,2007,7.6,1810483,Director B,Writer C,Actor C,USA,88462094,1412141735,Paramount,83
Movie711,R,Crime,1988,9.3,1443753,Director D,Writer B,Actor D,USA,202693733,1732016029,Disney,155
Movie712,PG,Drama,2021,6.9,507361,Director A,Writer B,Actor D,USA,187742878,2327253964,Universal,171
Movie713,R,Animation,1995,8.9,1807409,Director C,Writer B,Actor C,USA,154313688,1668112550,Warner Bros,87
Movie714,R,Romance,1990,6.8,273604,Director D,Writer C,Actor D,USA,248648331,1075441011,Marvel,150
Movie715,R,Crime,2016,6.7,1192296,Director D,Writer C,Actor C,USA,40882557,850105054,Disney,138
Movie716,G,Sci-Fi,2006,8.3,1777612,Director D,Writer A,Actor A,USA,240854654,1927598808,Universal,139
Movie717,PG-13,Romance,1990,5.4,477031,Director A,Writer C,Actor A,USA,206984857,171503263,Marvel,120
Movie718,R,Comedy,2019,5.5,306346,Director C,Writer A,Actor A,USA,198138586,21855444,Warner Bros,132
Movie719,R,Drama,1986,5,1152892,Director D,Writer A,Actor D,USA,299781167,1209280778,Marvel,175
Movie720,PG-13,Action,2004,6.1,711457,Director C,Writer B,Actor C,USA,232542592,2533865375,Paramount,105
Movie721,PG,Drama,1990,6.2,1227634,Director D,Writer A,Actor C,USA,270685350,372093141,Paramount,170
Movie722,G,Drama,1999,6.1,393983,Director D,Writer C,Actor D,USA,191956971,1158772781,Warner Bros,165
Movie723,G,Sci-Fi,1980,9.1,54176,Director A,Writer A,Actor A,USA,158187619,1228085839,Paramount,141
Movie724,R,Sci-Fi,2004,6.5,1958048,Director C,Writer C,Actor A,USA,22918264,669825087,Universal,169
Movie725,R,Drama,1991,9.2,1571487,Director A,Writer B,Actor B,USA,208896867,2612005862,Warner Bros,142
Movie726,PG,Romance,1994,9.1,1541303,Director A,Writer C,Actor A,USA,187135061,2542750603,Warner Bros,134
Movie727,PG,Drama,1985,6.8,703050,Director A,Writer B,Actor C,USA,194357177,2292038202,Marvel,118
Movie728,R,Animation,2019,5.3,28073,Director B,Writer A,Actor C,USA,243535535,1968039909,Paramount,141
Movie729,PG,Crime,1992,6.3,1781219,Director D,Writer B,Actor D,USA,31231783,1058605119,Disney,174
Movie730,PG,Comedy,2020,5.8,472570,Director B,Writer B,Actor D,USA,163727194,1355826999,Marvel,124
Movie731,G,Crime,2007,8.4,829817,Director B,Writer B,Actor C,USA,141330310,610559505,Marvel,97
Movie732,G,Comedy,1986,9.3,530859,Director B,Writer B,Actor C,USA,92697071,2931145211,Marvel,108
Movie733,G,Drama,2011,8,484297,Director C,Writer C,Actor C,USA,173218506,1923199236,Warner Bros,127
Movie734,G,Comedy,1990,6.4,514982,Director C,Writer B,Actor B,USA,165687774,1154400612,Paramount,122
Movie735,PG-13,Action,2023,5.6,1550575,Director C,Writer A,Actor A,USA,183082255,2476655438,Marvel,153
Movie736,R,Sci-Fi,2016,8.5,1852569,Director C,Writer C,Actor A,USA,117369097,1649895075,Warner Bros,92
Movie737,PG,Crime,2010,5.7,1893038,Director B,Writer B,Actor A,USA,135026213,623306408,Marvel,150
Movie738,PG-13,Action,1984,7.1,922028,Director C,Writer B,Actor D,USA,259491302,662043650,Disney,124
Movie739,PG-13,Sci-Fi,1986,9.5,227719,Director C,Writer B,Actor D,USA,179716383,2055839919,Marvel,146
Movie740,PG,Romance,1985,5.1,1796762,Director A,Writer A,Actor C,USA,288555841,1016470375,Universal,160
Movie741,PG,Romance,2019,8.1,1132085,Director B,Writer B,Actor C,USA,246028337,900519309,Warner Bros,174
Movie742,PG-13,Drama,2010,6.8,1004259,Director C,Writer A,Actor D,USA,143562805,1700801422,Universal,97
Movie743,PG-13,Comedy,2018,5.2,1355452,Director A,Writer C,Actor A,USA,195469030,2983110744,Paramount,101
Movie744,G,Drama,2008,7.8,511643,Director D,Writer A,Actor B,USA,207694230,38508047,Paramount,121
Movie745,PG-13,Sci-Fi,2015,8.8,1508068,Director D,Writer B,Actor C,USA,261489584,1048238056,Universal,116
Movie746,PG-13,Crime,2005,6.3,1681699,Director B,Writer B,Actor C,USA,2908868,1743967464,Warner Bros,117
Movie747,PG,Crime,1989,8.5,1789433,Director A,Writer C,Actor D,USA,59551328,1772067991,Disney,150
Movie748,R,Crime,1993,5.8,1320134,Director A,Writer A,Actor B,USA,287660239,561525066,Paramount,162
